ts,value
2026-03-03 01:48:37,2.3234954
2026-03-03 01:56:08,2.3229168
2026-03-03 02:06:09,2.3159723
2026-03-03 02:27:04,2.3096065
2026-03-03 02:33:34,2.3130786
2026-03-03 02:35:54,2.3113425
2026-03-03 02:41:30,2.31163195
2026-03-03 02:49:15,2.3055556
2026-03-03 02:52:08,2.3090278
2026-03-03 03:05:49,2.3032407
2026-03-03 03:09:47,2.3043981
2026-03-03 03:15:01,2.3061343
2026-03-03 03:22:40,2.3072918
2026-03-03 03:26:20,2.3043981
2026-03-03 03:29:56,2.2997685
2026-03-03 03:38:29,2.2991899
2026-03-03 03:51:55,2.3003474
2026-03-03 03:55:08,2.2991899
2026-03-03 04:07:37,2.291088
2026-03-03 04:12:11,2.2905092
2026-03-03 04:27:25,2.2934027
2026-03-03 12:59:40,2.2534724
2026-03-03 17:19:40,2.355324
2026-03-05 10:12:50,2.1984954
2026-03-07 00:41:20,2.144676
2026-03-08 20:20:40,2.3188658
2026-03-17 04:39:50,2.2488426
2026-03-18 11:40:00,2.4160878
2026-03-18 12:15:00,2.4056713
2026-03-21 02:55:50,2.3755787
2026-03-25 06:56:00,2.1660879
2026-04-01 22:48:40,2.2991899
2026-04-02 00:22:40,2.2123842
2026-04-06 05:50:20,2.1695602
2026-04-06 18:51:00,2.1741898
2026-04-06 21:29:10,2.2274306
2026-04-06 21:48:50,2.300926
2026-04-06 22:16:10,2.1458332
