ts,value
2026-03-02 23:57:54,1.06
2026-03-03 00:01:35,1.06
2026-03-03 00:03:52,1.06
2026-03-03 00:09:04,1.06
2026-03-03 00:25:29,1.06
2026-03-03 00:32:07,1.06
2026-03-03 00:59:32,1.06
2026-03-03 01:18:37,1.06
2026-03-03 01:27:56,1.06
2026-03-03 01:36:36,1.06
2026-03-03 01:41:55,1.06
2026-03-03 01:48:37,1.06
2026-03-03 01:56:08,1.06
2026-03-03 02:06:09,1.06
2026-03-03 02:27:04,1.06
2026-03-03 02:33:34,1.06
2026-03-03 02:35:54,1.0609558
2026-03-03 02:41:30,1.0621419
2026-03-03 02:49:15,1.0631585
2026-03-03 02:52:08,1.06203
2026-03-03 03:05:49,1.0607828
2026-03-03 03:09:47,1.06
2026-03-03 03:15:01,1.06
2026-03-03 03:22:40,1.06
2026-03-03 03:26:20,1.06
2026-03-03 03:29:56,1.0600342
2026-03-03 03:38:29,1.0630666
2026-03-03 03:51:55,1.0626208
2026-03-03 03:55:08,1.06067535
2026-03-03 04:07:37,1.06
2026-03-03 04:12:11,1.06
2026-03-03 04:27:25,1.06
2026-03-03 12:59:40,1.0571071
2026-03-03 17:19:40,1.0545259
2026-03-05 10:12:50,1.0620755
2026-03-07 00:41:20,1.0532035
2026-03-08 20:20:40,1.0640086
2026-03-17 04:39:50,1.057191
2026-03-18 11:40:00,1.0635471
2026-03-18 12:15:00,1.0613624
2026-03-21 02:55:50,1.0572037
2026-03-25 06:56:00,1.057108
2026-04-01 22:48:40,1.0571657
2026-04-02 00:22:40,1.0500335
2026-04-06 05:50:20,1.0554974
2026-04-06 18:51:00,1.0581745
2026-04-06 21:29:10,1.0642247
2026-04-06 21:48:50,1.0642143
2026-04-06 22:16:10,1.0635239
