ts,value
2026-03-02 23:50:41,42.722843
2026-03-02 23:53:41,42.722843
2026-03-02 23:57:54,42.722843
2026-03-03 00:01:35,42.722843
2026-03-03 00:03:52,42.722843
2026-03-03 00:09:04,42.722843
2026-03-03 00:25:29,42.722843
2026-03-03 00:32:07,42.722843
2026-03-03 00:59:32,42.722843
2026-03-03 01:18:37,42.722843
2026-03-03 01:27:56,42.722843
2026-03-03 01:36:36,42.722843
2026-03-03 01:41:55,42.722843
2026-03-03 01:48:37,42.722843
2026-03-03 01:56:08,42.722843
2026-03-03 02:06:09,42.722843
2026-03-03 02:27:04,42.722843
2026-03-03 02:33:34,42.722843
2026-03-03 02:35:54,42.722843
2026-03-03 02:41:30,42.722843
2026-03-03 02:49:15,42.722843
2026-03-03 02:52:08,42.722843
2026-03-03 03:05:49,42.722843
2026-03-03 03:09:47,42.722843
2026-03-03 03:15:01,42.722843
2026-03-03 03:22:40,42.722843
2026-03-03 03:26:20,42.722843
2026-03-03 03:29:56,42.722843
2026-03-03 03:38:29,42.722843
2026-03-03 03:51:55,42.722843
2026-03-03 03:55:08,42.722843
2026-03-03 04:07:37,42.722843
2026-03-03 04:12:11,42.722843
2026-03-03 04:27:25,42.722843
2026-03-03 12:59:40,41.009438
2026-03-03 17:19:40,43.88346
2026-03-05 10:12:50,40.87475
2026-03-07 00:41:20,40.558064
2026-03-08 20:20:40,42.7498
2026-03-17 04:39:50,40.158806
2026-03-18 11:40:00,42.69606
2026-03-18 12:15:00,42.69606
2026-03-21 02:55:50,43.344048
2026-03-25 06:56:00,40.011993
2026-04-01 22:48:40,42.533165
2026-04-02 00:22:40,41.71598
2026-04-06 05:50:20,40.616608
2026-04-06 18:51:00,41.378716
2026-04-06 21:29:10,42.271698
2026-04-06 21:48:50,42.1925
2026-04-06 22:16:10,40.051147
